// Note : ลฐ(ID)ฟอ ณปฟ๋ภบ นตๅฝร ลวภธทฮ ฑธบะตวพ๎พ฿ วีดฯดู.
//
IN_000_000	Sword
IN_301_368	แหวนสุขาวดีสมบูรณ์แบบพิเศษ (7 วัน)
IN_301_369	แหวนขุนนางมีมลทินพิเศษ (7 วัน)
IN_301_370	แหวนขุนนางพิเศษ (7 วัน)
IN_301_371	แหวนขุนนางไร้มลทินพิเศษ (7 วัน)
IN_301_372	แหวนขุนนางสมบูรณ์แบบพิเศษ (7 วัน)
IN_301_373	รองเท้าตะลอนพิเศษ (7 วัน)
IN_301_374	กล่องสนับวิญญาณโจมตีพิเศษ*
IN_301_375	กล่องสนับวิญญาณโจมตีอย่างหนาพิเศษ*
IN_301_376	กล่องสนับวิญญาณโจมตีเวทย์พิเศษ*
IN_301_377	กล่องสนับวิญญาณโจมตีเวทย์พิเศษ Extreme*
IN_301_378	กล่องดาบวิญญาณพิเศษ*
IN_301_379	กล่องดาบวิญญาณพิเศษ Extreme*
IN_301_380	กล่องดาบวิญญาณเวทย์พิเศษ*
IN_301_381	กล่องดาบวิญญาณเวทย์พิเศษ Extreme*
IN_301_382	กล่องมีดวิญญาณพิเศษ*
IN_301_383	กล่องธนูวิญญาณพิเศษ*
IN_301_384	กล่องธนูวิญญาณโจมตีพิเศษ*
IN_301_385	กล่องธนูวิญญาณโจมตีพิเศษ Extreme*
IN_301_386	กล่องธนูวิญญาณเวทย์พิเศษ*
IN_301_387	กล่องธนูวิญญาณเวทย์พิเศษ Extreme*
IN_301_388	กล่องหอกวิญญาณพิเศษ*
IN_301_389	กล่องหอกวิญญาณพิเศษ Extreme*
IN_301_390	กล่องคฑาวิญญาณพิเศษ*
IN_301_391	กล่องปืนคู่วิญญาณพิเศษ*
IN_301_392	กล่องปืนสไนเปอร์วิญญาณพิเศษ*
IN_301_393	กล่องปืนไฟ้ฟ้าวิญญาณพิเศษ*
IN_301_394	หอกคู่ Saintroll Chaos วิญญาณ (7 วัน)
IN_301_395	หอกคู่ Saintroll Chaos วิญญาณ (7 วัน)
IN_301_396	หอกคู่ Saintroll Chaos วิญญาณ
IN_301_397	เคียว Saintroll Chaos วิญญาณ (7 วัน)
IN_301_398	เคียว Saintroll Chaos วิญญาณ (7 วัน)
IN_301_399	เคียว Saintroll Chaos วิญญาณ
IN_301_400	กงจักร Saintroll Chaos วิญญาณ (7 วัน)
IN_301_401	กงจักร Saintroll Chaos วิญญาณ (7 วัน)
IN_301_402	กงจักร Saintroll Chaos วิญญาณ
IN_301_403	กล่องหอกคู่ Saintroll Chaos วิญญาณ (+9) (7 วัน)
IN_301_404	กล่องหอกคู่ Saintroll Chaos วิญญาณ (+10) (7 วัน)
IN_301_405	กล่องหอกคู่ Saintroll Chaos วิญญาณ (ถาวร)
IN_301_406	กล่องเคียว Saintroll Chaos วิญญาณ (+9) (7 วัน)
IN_301_407	กล่องเคียว Saintroll Chaos วิญญาณ (+10) (7 วัน)
IN_301_408	กล่องเคียว Saintroll Chaos วิญญาณ (ถาวร)
IN_301_409	กล่องกงจักร Saintroll Chaos วิญญาณ (+9) (7 วัน)
IN_301_410	กล่องกงจักร Saintroll Chaos วิญญาณ (+10) (7 วัน)
IN_301_411	กล่องกงจักร Saintroll Chaos วิญญาณ (ถาวร)
IN_301_412	สร้อยคอวิญญาณพิเศษมลทิน
IN_301_413	สร้อยคอวิญญาณพิเศษ
IN_301_414	สร้อยคอวิญญาณพิเศษสมบูรณ์
IN_301_415	กำไลพลอยเขียวมลทิน
IN_301_416	กำไลพลอยเขียว
IN_301_417	กำไลพลอยเขียวสมบูรณ์
IN_301_418	แหวนทำลายล้างมลทิน
IN_301_419	แหวนทำลายล้าง
IN_301_420	แหวนทำลายล้างสมบูรณ์
IN_301_421	ปลอกแขนวิญญาณ Special Mighty (7 วัน)
IN_301_422	ปลอกแขนวิญญาณ Special Mighty (7 วัน)
IN_301_423	ปลอกแขนวิญญาณ Special Mighty
IN_301_424	ปลอกแขนวิญญาณ Special Bizarre (7 วัน)
IN_301_425	ปลอกแขนวิญญาณ Special Bizarre (7 วัน)
IN_301_426	ปลอกแขนวิญญาณ Special Bizarre
IN_301_427	ปลอกแขนวิญญาณ Special Nimble Fist (7 วัน)
IN_301_428	ปลอกแขนวิญญาณ Special Nimble Fist (7 วัน)
IN_301_429	ปลอกแขนวิญญาณ Special Nimble Fist
IN_301_430	กล่องสนับวิญญาณ Special Mighty +9 (7 วัน)
IN_301_431	กล่องสนับวิญญาณ Special Mighty +10 (7 วัน)
IN_301_432	กล่องสนับวิญญาณ Special Mighty (ถาวร)
IN_301_433	กล่องสนับวิญญาณ Special Bizarre +9 (7 วัน)
IN_301_434	กล่องสนับวิญญาณ Special Bizarre +10 (7 วัน)
IN_301_435	กล่องสนับวิญญาณ Special Bizarre (ถาวร)
IN_301_436	กล่องสนับวิญญาณ Special Nimble Fist +9 (7 วัน)
IN_301_437	กล่องสนับวิญญาณ Special Nimble Fist +10 (7 วัน)
IN_301_438	กล่องสนับวิญญาณ Special Nimble Fist (ถาวร)
IN_301_439	อเซอร่า
IN_301_440	หน้ากากพระเจ้าเกรด B
IN_301_441	หน้ากากเจ้าชายเกรด B
IN_301_442	หน้ากากท้องฟ้าเกรด B
IN_301_443	หน้ากากโบราณเกรด B
IN_301_444	หน้ากากพระเจ้าเกรด A
IN_301_445	หน้ากากเจ้าชายเกรด A
IN_301_446	หน้ากากท้องฟ้าเกรด A
IN_301_447	หน้ากากโบราณเกรด A
IN_301_448	แหวน Pow
IN_301_449	แหวน Dex
IN_301_450	แหวน Spi
IN_301_451	แหวน Pow อย่างดี
IN_301_452	แหวน Dex อย่างดี
IN_301_453	แหวน Spi อย่างดี
IN_301_454	แหวน Pow เลิศหรู
IN_301_455	แหวน Dex เลิศหรู
IN_301_456	แหวน Spi เลิศหรู
IN_301_457	เสื้อทหารผ่านศึก (1 วัน)
IN_301_458	กางเกงทหารผ่านศึก (1 วัน)
IN_301_459	ถุงมือทหารผ่านศึก (1 วัน)
IN_301_460	รองเท้าทหารผ่านศึก (1 วัน)
IN_301_461	หน้ากากพระเจ้าเกรด B (7 วัน)
IN_301_462	หน้ากากเจ้าชายเกรด B (7 วัน)
IN_301_463	หน้ากากท้องฟ้าเกรด B (7 วัน)
IN_301_464	หน้ากากโบราณเกรด B (7 วัน)
IN_301_465	หน้ากากพระเจ้าเกรด A (7 วัน)
IN_301_466	หน้ากากเจ้าชายเกรด A (7 วัน)
IN_301_467	หน้ากากท้องฟ้าเกรด A (7 วัน)
IN_301_468	หน้ากากโบราณเกรด A (7 วัน)
IN_301_469	แหวน Pow (7 วัน)
IN_301_470	แหวน Dex (7 วัน)
IN_301_471	แหวน Spi (7 วัน)
IN_301_472	แหวน Pow อย่างดี (7 วัน)
IN_301_473	แหวน Dex อย่างดี (7 วัน)
IN_301_474	แหวน Spi อย่างดี (7 วัน)
IN_301_475	แหวน Pow เลิศหรู (7 วัน)
IN_301_476	แหวน Dex เลิศหรู (7 วัน)
IN_301_477	แหวน Spi เลิศหรู (7 วัน)
IN_301_478	กล่องหน้ากากพระเจ้าเกรด B
IN_301_479	กล่องหน้ากากเจ้าชายเกรด B
IN_301_480	กล่องหน้ากากท้องฟ้าเกรด B
IN_301_481	กล่องหน้ากากโบราณเกรด B
IN_301_482	กล่องหน้ากากพระเจ้าเกรด A
IN_301_483	กล่องหน้ากากเจ้าชายเกรด A
IN_301_484	กล่องหน้ากากท้องฟ้าเกรด A
IN_301_485	กล่องหน้ากากโบราณเกรด A
IN_301_486	กล่องแหวน Pow
IN_301_487	กล่องแหวน Dex
IN_301_488	กล่องแหวน Spi
IN_301_489	กล่องแหวน Pow อย่างดี
IN_301_490	กล่องแหวน Dex อย่างดี
IN_301_491	กล่องแหวน Spi อย่างดี
IN_301_492	กล่องแหวน Pow เลิศหรู
IN_301_493	กล่องแหวน Dex เลิศหรู
IN_301_494	กล่องแหวน Spi เลิศหรู
IN_301_495	กล่องหน้ากากพระเจ้าเกรด B (7 วัน)
IN_301_496	กล่องหน้ากากเจ้าชายเกรด B (7 วัน)
IN_301_497	กล่องหน้ากากท้องฟ้าเกรด B (7 วัน)
IN_301_498	กล่องหน้ากากโบราณเกรด B (7 วัน)
IN_301_499	กล่องหน้ากากพระเจ้าเกรด A (7 วัน)
IN_301_500	กล่องหน้ากากเจ้าชายเกรด A (7 วัน)
IN_301_501	กล่องหน้ากากท้องฟ้าเกรด A (7 วัน)
IN_301_502	กล่องหน้ากากโบราณเกรด A (7 วัน)
IN_301_503	กล่องแหวน Pow (7 วัน)
IN_301_504	กล่องแหวน Dex (7 วัน)
IN_301_505	กล่องแหวน Spi (7 วัน)
IN_301_506	กล่องแหวน Pow อย่างดี (7 วัน)
IN_301_507	กล่องแหวน Dex อย่างดี (7 วัน)
IN_301_508	กล่องแหวน Spi อย่างดี (7 วัน)
IN_301_509	กล่องแหวน Pow เลิศหรู (7 วัน)
IN_301_510	กล่องแหวน Dex เลิศหรู (7 วัน)
IN_301_511	กล่องแหวน Spi เลิศหรู (7 วัน)
IN_302_000	Level of contribution
IN_302_001	ไข่มุกฟื้นสติสีแดงระดับสูง 
IN_302_002	ไข่มุกฟื้นสติสีน้ำเงินระดับสูง
IN_302_003	ไข่มุกปรมาจารย์ระดับสูง
IN_302_004	ไข่มุกเงินปรมาจารย์ระดับสูง
IN_302_005	ต่างหูเทพระดับสูง
IN_302_006	ต่างหูฟ้าระดับสูง
IN_302_007	ต่างหูฮีโร่ระดับสูง
IN_302_008	เครื่องประดับสงครามสีแดงระดับสูง
IN_302_009	เครื่องประดับสงครามสีน้ำเงินระดับสูง
IN_302_010	แหวนปานเงินระดับสูง
IN_302_011	แหวนปานทองระดับสูง
IN_302_012	ไข่มุกฟื้นสติสีแดงชั้นสูง 
IN_302_013	ไข่มุกฟื้นสติสีน้ำเงินชั้นสูง
IN_302_014	ไข่มุกปรมาจารย์ชั้นสูง
IN_302_015	ไข่มุกเงินปรมาจารย์ชั้นสูง
IN_302_016	ต่างหูเทพชั้นสูง
IN_302_017	ต่างหูฟ้าชั้นสูง
